GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,LedgerDescriptor,45,0,2,0,11,0,5,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,EntryMemTable.EntrySkipList.new EntryMemTable.EntrySkipList() {...},6,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.UpdateLedgerCmd,181,0,12,0,41,0,11,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,HandleFactoryImpl,74,0,4,0,20,0,6,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,AbstractLogCompactor.Throttler,80,0,8,0,19,0,8,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,EntryLoggerAllocator,413,0,24,0,101,0,24,0,12,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.ListBookiesCmd,104,0,8,0,31,0,9,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,DefaultEntryLogger.new FastThreadLocal() {...},9,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,DefaultEntryLogger.new ThreadLocal() {...},14,0,0,0,4,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,DefaultEntryLogger.new EntryLogScanner() {...},38,0,4,0,6,0,5,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,DefaultEntryLogger.new FilenameFilter() {...},10,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.ReadJournalCmd,103,0,6,0,28,0,8,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,FileInfo,621,535,76,52,129,140,64,29,14,15
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.CheckDbLedgersIndexCmd,48,0,2,0,13,0,6,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,Bookie.NoEntryException,33,0,0,0,8,0,4,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieException.UpgradeException,14,0,0,0,6,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,TransactionalEntryLogCompactor.CompactionPhase,25,0,0,0,10,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,CheckpointSource.Checkpoint,9,0,0,0,2,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.ListUnderreplicatedCmd,105,0,0,0,25,0,5,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,LedgerStorageFactory,22,0,0,0,4,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieImpl.new BookieThread() {...},17,0,0,0,3,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.ReadLedgerEntriesCmd,146,0,2,0,30,0,6,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieImpl.new LedgerStorage.LedgerDeletionListener() {...},13,0,0,0,3,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieImpl.new SyncThread() {...},37,0,0,0,6,0,4,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieImpl.new LedgerDirsManager.LedgerDirsListener() {...},91,0,6,0,26,0,11,0,8,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,DefaultEntryLogger.BufferedLogChannel,125,0,2,0,37,0,10,0,9,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieImpl.new Journal.JournalScanner() {...},239,0,24,0,53,0,14,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,LedgerStorage.DetectedInconsistency,21,0,0,0,8,0,4,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,ReadOnlyFileInfo,9,0,0,0,3,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,SkipListArena,96,0,12,0,26,0,11,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,Journal.ForceWriteRequest,92,0,14,0,29,0,12,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,IndexInMemPageMgr.PageEntriesIterableImpl.new Iterator() {...},44,0,2,0,5,0,4,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieStatus.BookieMode,15,0,0,0,3,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,InMemoryEntryLogMetadataMap,61,0,0,0,17,0,10,0,10,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.DeleteLedgerCmd,66,0,0,0,15,0,5,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,DefaultEntryLogger.RecentEntryLogsStatus,79,0,8,0,15,0,9,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,CheckpointSource.new CheckpointSource() {...},6,0,0,0,3,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,EntryMemTableWithParallelFlusher,204,0,14,0,59,0,12,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,TransactionalEntryLogCompactor.ScanEntryLogPhase.new EntryLogScanner() {...},128,0,6,0,17,0,6,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,EntryLogManagerForEntryLogPerLedger.EntryLogsPerLedgerCounter,107,0,8,0,29,0,9,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,Journal,1506,0,170,0,358,0,111,0,26,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,EntryLogMetadata.EntryLogMetadataRecyclable.new Recycler() {...},9,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieCriticalThread,23,0,0,0,10,0,4,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,SortedLedgerStorage,469,0,14,0,128,0,62,0,55,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieImpl.new CheckpointSource() {...},6,0,0,0,3,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieImpl.new FilenameFilter() {...},24,0,6,0,4,0,5,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,EntryLogMetadata,263,0,8,0,72,0,21,0,17,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,Journal.BufferedChannelBuilder,10,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BufferedChannel,395,0,38,0,94,0,34,0,15,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,GarbageCollectorThread.new AbstractLogCompactor.LogRemovalListener() {...},19,0,0,0,6,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BufferedChannelBase.BufferedChannelClosedException,4,0,0,0,2,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieException.DiskPartitionDuplicationException,14,0,0,0,6,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,EntryKey,60,0,6,0,14,0,10,0,7,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,SlowBufferedChannel,83,0,2,0,29,0,11,0,10,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.LedgerMetadataCmd,123,0,10,0,27,0,10,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,DefaultEntryLogger.EntryLookupException.MissingLogFileException,27,0,0,0,6,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.ConvertToInterleavedStorageCmd,32,0,0,0,10,0,5,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,UncleanShutdownDetectionImpl,155,0,16,0,48,0,13,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,EntryKeyValue,101,0,2,0,20,0,11,0,10,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,DefaultEntryLogger,2049,0,154,0,427,0,136,0,59,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,FileSystemUpgrade,773,0,64,0,196,0,46,0,14,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.ListLedgersCmd,62,0,0,0,15,0,5,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.UpdateBookieInLedgerCmd,189,0,12,0,42,0,11,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,TransactionalEntryLogCompactor,135,0,10,0,35,0,9,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieException,149,0,31,0,60,0,33,0,7,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,LedgerDirsManager,497,0,44,0,108,0,46,0,24,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,LedgerDescriptorReadOnlyImpl,37,0,0,0,9,0,5,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieException.CookieNotFoundException,14,0,0,0,6,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,InterleavedStorageRegenerateIndexOp.DryRunLedgerCache,61,0,0,0,21,0,21,0,21,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,InterleavedStorageRegenerateIndexOp,205,0,10,0,39,0,8,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,FileChannelProvider,23,0,0,0,7,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.ListActiveLedgersCmd,83,0,4,0,21,0,7,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,EntryLogManagerForEntryLogPerLedger.BufferedLogChannelWithDirInfo,19,0,0,0,8,0,4,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,EntryLogManagerForEntryLogPerLedger,677,0,52,0,167,0,52,0,26,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.DecommissionBookieCmd,51,0,2,0,13,0,6,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.WhatIsInstanceId,30,0,0,0,9,0,5,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.MetaFormatCmd,68,0,4,0,15,0,7,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,Journal.LogMarkCheckpoint,48,0,8,0,13,0,9,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,LedgerCache.NoIndexForLedgerException,5,0,0,0,2,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,Cookie.Builder,107,0,0,0,29,0,9,0,9,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto.checksum,CRC32DigestManager.new FastThreadLocal() {...},13,0,2,0,4,0,3,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto.checksum,DirectMemoryCRC32Digest,205,0,6,0,29,0,8,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto.checksum,StandardCRC32Digest,26,0,0,0,7,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto.checksum,DummyDigestManager,13,0,0,0,6,0,5,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto.checksum,DigestManager,723,0,57,0,142,0,44,0,14,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto.checksum,MacDigestManager.new ThreadLocal() {...},33,0,0,0,9,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto.checksum,CRC32DigestManager,32,0,0,0,9,0,6,0,6,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto.checksum,CRC32CDigestManager,25,0,0,0,8,0,6,0,6,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto.checksum,MacDigestManager,73,0,0,0,20,0,7,0,7,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto.checksum,DigestManager.RecoveryData,15,0,0,0,6,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto.checksum,DigestManager.new FastThreadLocal() {...},11,0,0,0,4,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,ListBookiesService,152,0,22,0,36,0,14,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,ListUnderReplicatedLedgerService,245,0,42,0,62,0,27,0,6,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,GetLedgerMetaService,104,0,8,0,25,0,7,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,BookieInfoService.BookieInfo,117,0,10,0,5,0,15,0,10,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,ListDiskFilesService,268,0,50,0,54,0,28,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,BookieStateReadOnlyService,81,0,12,0,19,0,8,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,BookieStateReadOnlyService.ReadOnlyState,76,0,10,0,4,0,13,0,8,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,ListLedgerService,299,0,44,0,67,0,26,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,GetLastLogMarkService,205,0,10,0,37,0,8,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,BookieIsReadyService,55,0,6,0,15,0,5,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,ListBookieInfoService,268,0,14,0,48,0,11,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,MetricsService,100,0,4,0,26,0,4,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,TriggerAuditService,85,0,4,0,23,0,5,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,ResumeCompactionService,140,0,18,0,31,0,12,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,ClusterInfoService.ClusterInfo,277,0,34,0,9,0,38,0,21,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,TriggerLocationCompactService,244,0,16,0,57,0,11,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,GCDetailsService,69,0,4,0,20,0,5,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,RecoveryBookieService,179,0,10,0,45,0,10,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,BookieStateService,67,0,2,0,18,0,3,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,DeleteLedgerService,109,0,8,0,27,0,7,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,BookieSanityService,105,0,4,0,28,0,5,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,SuspendCompactionService,198,0,22,0,43,0,14,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,RecoveryBookieService.RecoveryRequestJsonBody,3,0,0,0,1,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,AutoRecoveryStatusService,132,0,15,0,30,0,13,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,ExpandStorageService,142,0,8,0,39,0,7,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,BookieStateService.BookieState,160,0,22,0,6,0,24,0,13,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,BookieInfoService,54,0,4,0,11,0,4,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,DecommissionService,143,0,8,0,39,0,8,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,LostBookieRecoveryDelayService,159,0,12,0,38,0,9,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,WhoIsAuditorService,105,0,6,0,27,0,6,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,ClusterInfoService,162,0,10,0,41,0,11,0,6,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,ReadLedgerEntryService,244,0,30,0,45,0,18,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,ConfigurationService,92,0,8,0,25,0,6,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,TriggerGCService,152,0,10,0,35,0,8,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,BookieSanityService.BookieSanity,100,0,14,0,4,0,16,0,9,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,SubTreeCache.SubTreeNode,39,0,0,0,11,0,4,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,Shell.ExitCodeException,10,0,0,0,4,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,ZkUtils.1.new AsyncCallback.StringCallback() {...},44,0,4,0,5,0,4,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,LedgerIdFormatter.UUIDLedgerIdFormatter,15,0,0,0,3,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,LocalBookKeeper.LocalBookie,115,0,0,0,25,0,4,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,SafeRunnable.new SafeRunnable() {...},21,0,0,0,7,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,SafeRunnable.new SafeRunnable() {...},10,0,0,0,3,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,SubTreeCache,94,0,4,0,24,0,9,0,7,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,SnapshotMap,150,0,4,0,34,0,7,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,EntryFormatter,60,0,4,0,18,0,6,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,CertUtils,158,0,18,0,31,0,16,0,7,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,SubTreeCache.WatchGuard,15,0,0,0,5,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,LedgerIdFormatter.HexLedgerIdFormatter,12,0,0,0,3,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,ByteBufList.Encoder,50,0,6,0,11,0,5,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,LocalBookKeeper,1092,0,86,0,238,0,66,0,23,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,BookKeeperConstants,7,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,HardLink.OSType,27,0,0,0,5,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,IteratorUtility.new PrimitiveIterator.OfLong() {...},148,0,26,0,31,0,16,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,IteratorUtility.new PrimitiveIterator.OfLong() {...},143,0,26,0,32,0,16,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,SafeRunnable,14,0,0,0,3,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,OrderedGenericCallback.new Runnable() {...},37,0,0,0,5,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,LedgerIdFormatter,69,0,6,0,20,0,7,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,PortManager,27,0,2,0,9,0,3,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,AvailabilityOfEntriesOfLedger.SequenceGroup,217,0,18,0,48,0,22,0,13,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,DiskChecker,397,0,46,0,74,0,35,0,12,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,ByteBufList,359,0,32,0,80,0,37,0,21,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,Shell.ShellCommandExecutor,129,0,12,0,31,0,15,0,9,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,EventLoopUtil,130,0,8,0,27,0,13,0,9,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,Shell,292,0,22,0,86,0,25,0,14,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,ZeroBuffer,56,0,6,0,16,0,8,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,OrderedGenericCallback,60,0,4,0,15,0,5,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,StringUtils,229,0,10,0,48,0,15,0,10,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,StringEntryFormatter,37,0,0,0,10,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,HardLink.HardLinkCGUnix,185,0,4,0,32,0,10,0,8,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,IOUtils,171,0,28,0,40,0,22,0,8,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,DiskChecker.DiskErrorException,4,0,0,0,2,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,DiskChecker.DiskWarnThresholdException,10,0,0,0,4,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,DiskChecker.DiskOutOfSpaceException,10,0,0,0,4,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,ZkUtils.6.new AsyncCallback.ChildrenCallback() {...},31,0,2,0,8,0,3,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,AvailabilityOfEntriesOfLedger,821,0,82,0,171,0,66,0,25,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,DaemonThreadFactory,47,0,4,0,13,0,6,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,HardLink,631,0,80,0,143,0,51,0,11,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,ZkUtils.new AsyncCallback.StringCallback() {...},58,0,2,0,7,0,3,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,ZkUtils.new AsyncCallback.VoidCallback() {...},90,0,10,0,13,0,8,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,ZkUtils.GetChildrenCtx,9,0,0,0,3,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,ZkUtils.new BookkeeperInternalCallbacks.GenericCallback() {...},34,0,2,0,9,0,3,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,ZkUtils.new AsyncCallback.VoidCallback() {...},41,0,2,0,8,0,3,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,ZkUtils.new AsyncCallback.StringCallback() {...},17,0,0,0,4,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,PageCacheUtil,91,0,4,0,32,0,7,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,ZkUtils.new AsyncCallback.VoidCallback() {...},17,0,0,0,4,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,Shell.new Thread() {...},44,0,4,0,10,0,4,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,DiskChecker.DiskException,4,0,0,0,2,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,ByteBufList.new Recycler() {...},9,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,HardLink.LinkStats,85,0,0,0,15,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,Shell.ShellTimeoutTimerTask,28,0,4,0,11,0,4,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,ZkUtils,222,0,18,0,42,0,18,0,9,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,LedgerIdFormatter.LongLedgerIdFormatter,10,0,0,0,3,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,HexDumpEntryFormatter,76,0,0,0,17,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,IteratorUtility,17,0,0,0,3,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,HardLink.HardLinkCGWin,271,0,4,0,34,0,9,0,7,0
Apache BookKeeper :: Server,org.apache.bookkeeper.tools.cli.commands.autorecovery,WhoIsAuditorCommand,83,0,6,0,24,0,8,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.tools.cli.commands.autorecovery,QueryAutoRecoveryStatusCommand,199,0,14,0,51,0,13,0,6,0
Apache BookKeeper :: Server,org.apache.bookkeeper.tools.cli.commands.autorecovery,LostBookieRecoveryDelayCommand.LBRDFlags,16,0,0,0,3,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.tools.cli.commands.autorecovery,TriggerAuditCommand,43,0,2,0,15,0,4,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.tools.cli.commands.autorecovery,ListUnderReplicatedCommand,245,0,32,0,69,0,27,0,11,0
Apache BookKeeper :: Server,org.apache.bookkeeper.tools.cli.commands.autorecovery,QueryAutoRecoveryStatusCommand.QFlags,12,0,0,0,4,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.tools.cli.commands.autorecovery,QueryAutoRecoveryStatusCommand.LedgerRecoverInfo,9,0,0,0,4,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.tools.cli.commands.autorecovery,ToggleCommand.AutoRecoveryFlags,13,0,0,0,2,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.tools.cli.commands.autorecovery,ListUnderReplicatedCommand.LURFlags,42,0,0,0,5,0,7,0,7,0
Apache BookKeeper :: Server,org.apache.bookkeeper.tools.cli.commands.autorecovery,ToggleCommand,109,0,12,0,35,0,12,0,6,0
Apache BookKeeper :: Server,org.apache.bookkeeper.tools.cli.commands.autorecovery,LostBookieRecoveryDelayCommand,95,0,14,0,32,0,12,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.datainteg,DataIntegrityCheckImpl.LedgerResult,72,0,6,0,15,0,13,0,10,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.datainteg,DataIntegrityCheckImpl.LedgerResult.State,21,0,0,0,2,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.datainteg,DataIntegrityService,161,0,6,0,41,0,12,0,9,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.datainteg,Events,165,0,0,0,28,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.datainteg,DataIntegrityCookieValidation,273,0,18,0,63,0,16,0,7,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.datainteg,MetadataAsyncIterator,151,0,8,0,35,0,17,0,13,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.datainteg,WriteSets,131,0,20,0,28,0,15,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.datainteg,DataIntegrityCheckImpl,1372,0,58,0,246,0,81,0,52,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.datainteg,EntryCopierImpl,177,0,14,0,40,0,18,0,11,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.datainteg,EntryCopierImpl.SinBin,63,0,6,0,13,0,6,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie.datainteg,EntryCopierImpl.BatchImpl,290,0,18,0,67,0,19,0,10,0
